year,month,temp_max_mean,temp_min_mean,rain_sum,humidity_mean,radiation_sum,soil_0_7_mean,soil_7_28_mean
2013,4,31.576666666666664,22.71333333333333,92.3,71.86666666666666,604.5,0.3166458333333333,0.29468055555555556
2013,5,30.480645161290322,22.203225806451613,170.7,79.48387096774194,634.79,0.44180241935483866,0.429016129032258
2013,6,27.683333333333334,21.826666666666664,208.29999999999998,84.53333333333333,468.13,0.4742777777777778,0.47386249999999996
2013,7,26.932258064516127,21.34193548387097,216.8,85.03225806451613,465.95,0.475149193548387,0.4804301075268817
2013,8,26.700000000000003,21.43548387096774,218.4,84.3225806451613,464.64,0.46417607526881716,0.470885752688172
2013,9,26.35666666666667,21.13,293.90000000000003,86.56666666666666,408.29,0.4842611111111111,0.48287777777777774
2013,10,26.296774193548387,19.938709677419357,129.0,83.3225806451613,481.14,0.4405994623655914,0.4602029569892473
2013,11,25.923333333333336,19.883333333333333,112.2,83.06666666666666,410.88,0.3945861111111111,0.41816805555555553
2013,12,23.6,16.919354838709676,5.2,77.87096774193549,444.62,0.2849072580645161,0.3596586021505376
2014,1,24.612903225806452,15.470967741935485,1.1,72.09677419354838,514.49,0.20896505376344082,0.3091317204301075
2014,2,29.175,17.264285714285712,0.1,65.17857142857143,609.2,0.1971875,0.28865476190476186
2014,3,31.806451612903224,19.69677419354839,5.0,64.3225806451613,715.49,0.19912903225806453,0.28051612903225803
2014,4,30.863333333333333,22.029999999999998,99.0,73.43333333333334,626.08,0.3321902777777777,0.30451527777777776
2014,5,30.73548387096774,22.270967741935483,111.7,76.87096774193549,646.75,0.40741801075268813,0.38360215053763436
2014,6,28.296666666666667,22.459999999999997,191.1,81.2,473.47,0.44742499999999996,0.4326777777777778
2014,7,27.06451612903226,21.780645161290323,297.6,84.54838709677419,457.86,0.4784825268817204,0.48279435483870964
2014,8,27.96451612903226,21.10967741935484,217.1,82.6774193548387,557.46,0.44714516129032256,0.45327419354838705
2014,9,27.40666666666667,20.87,185.4,84.63333333333334,490.11,0.47067777777777775,0.4775986111111111
2014,10,27.81935483870968,20.712903225806453,78.3,80.83870967741936,514.96,0.4144825268817204,0.42743951612903225
2014,11,27.69333333333333,20.636666666666667,56.2,78.33333333333333,454.71,0.3384611111111111,0.39401249999999993
2014,12,23.700000000000003,18.864516129032257,74.60000000000001,84.19354838709677,323.85,0.43282795698924725,0.4482459677419354
2015,1,25.003225806451614,16.296774193548387,2.6,74.0,545.24,0.2702647849462365,0.3595040322580645
2015,2,28.339285714285715,17.82857142857143,0.8,67.0,571.07,0.2024955357142857,0.30456994047619046
2015,3,31.9741935483871,20.135483870967743,2.5,62.38709677419355,728.06,0.19839650537634407,0.2845873655913978
2015,4,31.956666666666667,21.673333333333336,23.3,65.26666666666667,671.42,0.21873611111111108,0.27950416666666666
2015,5,30.822580645161292,22.664516129032258,95.8,75.64516129032258,638.21,0.356119623655914,0.3085268817204301
2015,6,28.883333333333333,22.220000000000002,238.0,80.23333333333333,529.14,0.4221597222222222,0.3998875
2015,7,27.635483870967743,21.825806451612905,180.4,82.80645161290323,505.33,0.46294623655913975,0.46518413978494627
2015,8,27.81935483870968,21.6,166.7,83.45161290322581,551.99,0.4698978494623655,0.47084005376344085
2015,9,27.87,21.39,149.5,83.3,513.6,0.4710597222222222,0.47067638888888885
2015,10,27.725806451612904,20.92258064516129,160.9,82.19354838709677,527.8,0.44542204301075267,0.46270833333333333
2015,11,28.41,21.246666666666666,13.0,78.5,462.42,0.2890180555555555,0.3670708333333333
2015,12,27.161290322580644,19.864516129032257,39.9,77.96774193548387,443.27,0.2792432795698924,0.3451881720430108
2016,1,28.519354838709678,19.825806451612905,6.1,73.29032258064517,496.23,0.23357258064516126,0.3268077956989247
2016,2,27.613793103448273,18.175862068965518,2.3,69.6896551724138,515.5600000000001,0.2035531609195402,0.29224137931034483
2016,3,32.593548387096774,20.312903225806455,0.2,61.096774193548384,723.47,0.19780913978494624,0.2815215053763441
